departamento,habilitados,municipio,votantes,votos_no_marcados,votos_nulos,votacion
Nariño,14700,Ricaurte,1327,58,28,consulta_inclusion_social_por_la_paz
Norte De San,5070,Labateca,59,6,1,consulta_inclusion_social_por_la_paz
Meta,5327,Mapiripan,110,15,10,consulta_inclusion_social_por_la_paz
Boyaca,4327,Paz De Rio,526,4,3,consulta_inclusion_social_por_la_paz
Boyaca,3655,San Mateo,52,0,1,consulta_inclusion_social_por_la_paz
Santander,2204,San Miguel,53,0,2,consulta_inclusion_social_por_la_paz
Antioquia,62364,Caldas,1952,94,88,consulta_inclusion_social_por_la_paz
Valle,19570,Andalucia,1292,26,33,consulta_inclusion_social_por_la_paz
Cundinamarca,7709,Pasca,875,20,14,consulta_inclusion_social_por_la_paz
Valle,12737,Toro,301,19,4,consulta_inclusion_social_por_la_paz
Nariño,125136,Tumaco,11054,934,264,consulta_inclusion_social_por_la_paz
Boyaca,36187,Puerto Boyaca,2076,153,109,consulta_inclusion_social_por_la_paz
Cauca,25344,Timbio,3467,134,91,consulta_inclusion_social_por_la_paz
Magdalena,13281,El Piñon,932,24,3,consulta_inclusion_social_por_la_paz
Norte De San,13614,Puerto Santander,85,8,3,consulta_inclusion_social_por_la_paz
Santander,28843,Cimitarra,1341,111,37,consulta_inclusion_social_por_la_paz
Caldas,5635,La Merced,66,7,0,consulta_inclusion_social_por_la_paz
Cesar,3975,Gonzalez,115,7,6,consulta_inclusion_social_por_la_paz
Consulados,3666,Kenia,5,0,0,consulta_inclusion_social_por_la_paz
Boyaca,4627,Raquira,329,4,13,consulta_inclusion_social_por_la_paz
Consulados,3921,Paraguay,11,0,0,consulta_inclusion_social_por_la_paz
Bolivar,9498,Margarita,432,17,4,consulta_inclusion_social_por_la_paz
Boyaca,3287,Caldas,183,31,2,consulta_inclusion_social_por_la_paz
Valle,37866,Sevilla,1333,31,31,consulta_inclusion_social_por_la_paz
Cordoba,32745,Ayapel,3515,235,78,consulta_inclusion_social_por_la_paz
Boyaca,6349,Siachoque,330,8,6,consulta_inclusion_social_por_la_paz
Tolima,38848,Chaparral,1409,106,39,consulta_inclusion_social_por_la_paz
Huila,15460,Timana,571,30,9,consulta_inclusion_social_por_la_paz
Norte De San,82452,Villa Del Rosario,2234,103,90,consulta_inclusion_social_por_la_paz
Amazonas,269,Puerto Alegria,1,0,0,consulta_inclusion_social_por_la_paz
Bolivar,11126,Morales,533,30,9,consulta_inclusion_social_por_la_paz
Choco,6179,Carmen Del Darien,961,67,17,consulta_inclusion_social_por_la_paz
Valle,10584,Vijes,415,14,7,consulta_inclusion_social_por_la_paz
Bolivar,6174,El Peñon,602,31,5,consulta_inclusion_social_por_la_paz
La Guajira,122621,Maicao,12879,687,191,consulta_inclusion_social_por_la_paz
Antioquia,2801,Olaya,22,0,0,consulta_inclusion_social_por_la_paz
Boyaca,3382,Tipacoque,154,9,2,consulta_inclusion_social_por_la_paz
Nariño,5616,Sapuyes,667,17,15,consulta_inclusion_social_por_la_paz
Caqueta,7686,Belen De Los Andaquies,318,10,9,consulta_inclusion_social_por_la_paz
Cauca,233647,Popayan,38229,609,638,consulta_inclusion_social_por_la_paz
Cauca,4648,Florencia,896,31,10,consulta_inclusion_social_por_la_paz
Boyaca,2399,Paez,132,13,7,consulta_inclusion_social_por_la_paz
Boyaca,2321,El Espino,41,3,0,consulta_inclusion_social_por_la_paz
Boyaca,2513,Oicata,299,0,4,consulta_inclusion_social_por_la_paz
Bolivar,52954,Arjona,6890,354,139,consulta_inclusion_social_por_la_paz
Antioquia,19147,Zaragoza,477,42,8,consulta_inclusion_social_por_la_paz
Magdalena,9632,Pedraza,1259,42,4,consulta_inclusion_social_por_la_paz
Boyaca,4744,Arcabuco,340,8,8,consulta_inclusion_social_por_la_paz
Meta,12488,Vista Hermosa,630,63,18,consulta_inclusion_social_por_la_paz
Antioquia,9313,Santo Domingo,118,6,6,consulta_inclusion_social_por_la_paz
Sucre,18140,Los Palmitos,6740,163,68,consulta_inclusion_social_por_la_paz
Antioquia,5919,Tarso,69,10,1,consulta_inclusion_social_por_la_paz
Santander,6957,San Andres,261,10,4,consulta_inclusion_social_por_la_paz
Nariño,13708,Taminango,4178,81,37,consulta_inclusion_social_por_la_paz
Atlantico,10817,Santa Lucia,874,34,46,consulta_inclusion_social_por_la_paz
Cundinamarca,7874,San Bernardo,428,11,3,consulta_inclusion_social_por_la_paz
Consulados,15002,China Republica Popular,43,0,0,consulta_inclusion_social_por_la_paz
Cundinamarca,14732,Choconta,651,16,24,consulta_inclusion_social_por_la_paz
Atlantico,1069129,Barranquilla,137878,3576,1985,consulta_inclusion_social_por_la_paz
Caqueta,119792,Florencia,8738,205,169,consulta_inclusion_social_por_la_paz
Consulados,17071,Chile,516,4,6,consulta_inclusion_social_por_la_paz
Caldas,12081,Pacora,94,2,5,consulta_inclusion_social_por_la_paz
Nariño,5395,Belen,1073,24,11,consulta_inclusion_social_por_la_paz
Antioquia,13580,Salgar,79,7,4,consulta_inclusion_social_por_la_paz
Cundinamarca,3820,Tibacuy,241,12,5,consulta_inclusion_social_por_la_paz
Antioquia,46230,La Ceja,1472,81,73,consulta_inclusion_social_por_la_paz
Choco,5496,Nuqui,314,28,0,consulta_inclusion_social_por_la_paz
Santander,4396,Chipata,204,4,3,consulta_inclusion_social_por_la_paz
La Guajira,14571,Hatonuevo,3046,106,43,consulta_inclusion_social_por_la_paz
Boyaca,3458,Sachica,282,12,4,consulta_inclusion_social_por_la_paz
Sucre,4495,Chalan,735,24,5,consulta_inclusion_social_por_la_paz
Tolima,8746,Icononzo,746,24,22,consulta_inclusion_social_por_la_paz
Bolivar,14008,Santa Rosa,2227,119,21,consulta_inclusion_social_por_la_paz
Consulados,4070,Portugal,31,0,0,consulta_inclusion_social_por_la_paz
Bolivar,15445,Villanueva,1124,67,13,consulta_inclusion_social_por_la_paz
Consulados,137430,España,1763,47,9,consulta_inclusion_social_por_la_paz
Santander,2433,Confines,68,2,1,consulta_inclusion_social_por_la_paz
Atlantico,5513,Piojo,580,7,2,consulta_inclusion_social_por_la_paz
Boyaca,3815,Guayata,112,4,2,consulta_inclusion_social_por_la_paz
Antioquia,12348,Jardin,344,14,5,consulta_inclusion_social_por_la_paz
Cordoba,25887,Valencia,1689,57,23,consulta_inclusion_social_por_la_paz
Antioquia,7224,Sabanalarga,54,4,1,consulta_inclusion_social_por_la_paz
Choco,7505,Medio San Juan,1091,161,31,consulta_inclusion_social_por_la_paz
Bolivar,6165,Rioviejo,501,13,5,consulta_inclusion_social_por_la_paz
Santander,3290,Enciso,73,1,1,consulta_inclusion_social_por_la_paz
Guainia,674,Mapiripana,3,0,0,consulta_inclusion_social_por_la_paz
Santander,4350,Guadalupe,108,7,2,consulta_inclusion_social_por_la_paz
Antioquia,16144,Peñol,390,21,6,consulta_inclusion_social_por_la_paz
Amazonas,36132,Leticia,1853,40,34,consulta_inclusion_social_por_la_paz
Consulados,4087,Nueva Zelandia,59,0,0,consulta_inclusion_social_por_la_paz
Antioquia,22890,Urrao,247,36,8,consulta_inclusion_social_por_la_paz
Antioquia,9305,Liborina,139,4,4,consulta_inclusion_social_por_la_paz
Santander,2436,Palmas Del Socorro,62,2,0,consulta_inclusion_social_por_la_paz
Consulados,3801,Sudafrica,7,0,0,consulta_inclusion_social_por_la_paz
Boyaca,2680,Susacon,51,2,1,consulta_inclusion_social_por_la_paz
Caldas,28023,Anserma,423,24,19,consulta_inclusion_social_por_la_paz
Bolivar,13548,Cordoba,1472,31,11,consulta_inclusion_social_por_la_paz
Tolima,8720,Carmen De Apicala,341,11,9,consulta_inclusion_social_por_la_paz
Consulados,3794,Noruega,26,0,0,consulta_inclusion_social_por_la_paz
Antioquia,49601,Girardota,1340,34,41,consulta_inclusion_social_por_la_paz
Santander,6421,Villanueva,225,15,13,consulta_inclusion_social_por_la_paz
Antioquia,7679,Maceo,82,4,3,consulta_inclusion_social_por_la_paz
Meta,11271,Castilla La Nueva,781,22,28,consulta_inclusion_social_por_la_paz
Boyaca,6298,Chita,245,15,4,consulta_inclusion_social_por_la_paz
Huila,8131,Santa Maria,272,13,5,consulta_inclusion_social_por_la_paz
Cesar,15150,Rio De Oro,975,39,24,consulta_inclusion_social_por_la_paz
Valle,13363,Bolivar,368,5,4,consulta_inclusion_social_por_la_paz
Tolima,5197,Villarrica,83,4,3,consulta_inclusion_social_por_la_paz
Consulados,15111,Inglaterra,429,3,0,consulta_inclusion_social_por_la_paz
Tolima,33225,Libano,1957,42,40,consulta_inclusion_social_por_la_paz
Consulados,4381,Austria,74,2,0,consulta_inclusion_social_por_la_paz
Boyaca,5595,Jenesano,357,11,10,consulta_inclusion_social_por_la_paz
Boyaca,2623,Sora,263,6,3,consulta_inclusion_social_por_la_paz
Choco,8079,Medio Baudo (puerto Meluk),434,84,8,consulta_inclusion_social_por_la_paz
Cundinamarca,85692,Zipaquira,14129,247,430,consulta_inclusion_social_por_la_paz
Huila,18816,Isnos,1593,55,31,consulta_inclusion_social_por_la_paz
Sucre,199857,Sincelejo,47232,843,779,consulta_inclusion_social_por_la_paz
Boyaca,5460,Chitaraque,107,7,1,consulta_inclusion_social_por_la_paz
Santander,5849,Sucre,143,8,3,consulta_inclusion_social_por_la_paz
Boyaca,4494,San Luis De Gaceno,122,3,3,consulta_inclusion_social_por_la_paz
Meta,6088,San Juan De Arama,297,16,12,consulta_inclusion_social_por_la_paz
Magdalena,8350,Pijiño Del Carmen,972,23,14,consulta_inclusion_social_por_la_paz
Santander,6451,Barichara,258,9,3,consulta_inclusion_social_por_la_paz
Nariño,5678,Funes,369,9,6,consulta_inclusion_social_por_la_paz
Antioquia,42790,Carepa,2192,66,49,consulta_inclusion_social_por_la_paz
Boyaca,3480,Chiscas,76,3,2,consulta_inclusion_social_por_la_paz
Valle,11686,La Victoria,365,15,9,consulta_inclusion_social_por_la_paz
Arauca,3853,Puerto Rondon,37,12,0,consulta_inclusion_social_por_la_paz
Cesar,22774,El Copey,4173,131,63,consulta_inclusion_social_por_la_paz
Consulados,43,Luxemburgo,4,0,0,consulta_inclusion_social_por_la_paz
Santander,5313,Florian,209,5,4,consulta_inclusion_social_por_la_paz
Boyaca,5428,Sutamarchan,334,6,5,consulta_inclusion_social_por_la_paz
Boyaca,121295,Tunja,19509,174,283,consulta_inclusion_social_por_la_paz
Boyaca,6128,Socha,481,24,9,consulta_inclusion_social_por_la_paz
Cundinamarca,20388,El Colegio,1249,29,27,consulta_inclusion_social_por_la_paz
Norte De San,12165,Toledo,235,13,10,consulta_inclusion_social_por_la_paz
Huila,7096,Iquira,781,23,14,consulta_inclusion_social_por_la_paz
Guaviare,4132,Miraflores,123,18,1,consulta_inclusion_social_por_la_paz
Magdalena,22254,Ariguani (el Dificil),2372,86,26,consulta_inclusion_social_por_la_paz
Huila,14852,Algeciras,949,27,18,consulta_inclusion_social_por_la_paz
Santander,1621,El Guacamayo,21,1,1,consulta_inclusion_social_por_la_paz
Cundinamarca,21283,La Calera,2231,25,42,consulta_inclusion_social_por_la_paz
Norte De San,8583,La Esperanza,231,17,5,consulta_inclusion_social_por_la_paz
Boyaca,4008,Mongua,235,5,4,consulta_inclusion_social_por_la_paz
Nariño,4449,Providencia,1093,27,7,consulta_inclusion_social_por_la_paz
Putumayo,11983,San Miguel (la Dorada),2318,56,33,consulta_inclusion_social_por_la_paz
Boyaca,2558,La Uvita,45,1,3,consulta_inclusion_social_por_la_paz
Cundinamarca,3951,Fuquene,266,3,4,consulta_inclusion_social_por_la_paz
Boyaca,3094,Santa Sofia,91,1,3,consulta_inclusion_social_por_la_paz
Cundinamarca,8998,Simijaca,504,15,14,consulta_inclusion_social_por_la_paz
Santander,2932,Contratacion,118,3,5,consulta_inclusion_social_por_la_paz
Cesar,67801,Aguachica,5050,133,103,consulta_inclusion_social_por_la_paz
Santander,4377,Betulia,118,3,6,consulta_inclusion_social_por_la_paz
Putumayo,9125,Puerto Caicedo,2052,88,21,consulta_inclusion_social_por_la_paz
Cordoba,62880,Tierralta,6614,423,112,consulta_inclusion_social_por_la_paz
Cundinamarca,24960,Sibate,2837,35,69,consulta_inclusion_social_por_la_paz
Cundinamarca,13557,Cogua,1584,43,44,consulta_inclusion_social_por_la_paz
Tolima,11967,Venadillo,444,11,10,consulta_inclusion_social_por_la_paz
Atlantico,18504,Ponedera,1845,254,19,consulta_inclusion_social_por_la_paz
Boyaca,1549,Paya,84,4,0,consulta_inclusion_social_por_la_paz
Huila,9443,Pital,472,24,7,consulta_inclusion_social_por_la_paz
Cundinamarca,11422,Anolaima,574,20,14,consulta_inclusion_social_por_la_paz
Nariño,5360,San Pedro De Cartago,450,23,5,consulta_inclusion_social_por_la_paz
Cordoba,312463,Monteria,42629,1130,659,consulta_inclusion_social_por_la_paz
Consulados,3870,Jamaica,2,0,0,consulta_inclusion_social_por_la_paz
Boyaca,1484,Berbeo,205,3,2,consulta_inclusion_social_por_la_paz
Atlantico,24158,Luruaco,1487,75,14,consulta_inclusion_social_por_la_paz
Antioquia,27122,Segovia,512,39,15,consulta_inclusion_social_por_la_paz
Antioquia,6784,Guatape,231,12,5,consulta_inclusion_social_por_la_paz
Santander,24974,San Vicente De Chucuri,1150,23,34,consulta_inclusion_social_por_la_paz
Antioquia,7148,Buritica,71,5,1,consulta_inclusion_social_por_la_paz
Cundinamarca,87973,Chia,9220,158,235,consulta_inclusion_social_por_la_paz
Boyaca,3245,Cucaita,348,2,19,consulta_inclusion_social_por_la_paz
Consulados,50,Chipre,1,0,0,consulta_inclusion_social_por_la_paz
Nariño,6696,Colon (genova),1732,28,26,consulta_inclusion_social_por_la_paz
Bolivar,9077,Talaigua Nuevo,751,11,3,consulta_inclusion_social_por_la_paz
La Guajira,4059,La Jagua Del Pilar,880,10,7,consulta_inclusion_social_por_la_paz
Antioquia,33661,Yarumal,621,37,25,consulta_inclusion_social_por_la_paz
Boyaca,4621,Nuevo Colon,287,3,4,consulta_inclusion_social_por_la_paz
Norte De San,80479,Los Patios,2914,109,64,consulta_inclusion_social_por_la_paz
Risaralda,11400,Mistrato,234,8,3,consulta_inclusion_social_por_la_paz
Bogotá D.C.,5690937,Bogotá D.C.,853835,9087,11645,consulta_inclusion_social_por_la_paz
Amazonas,1391,Tarapaca,39,2,0,consulta_inclusion_social_por_la_paz
Antioquia,239626,Envigado,8812,225,254,consulta_inclusion_social_por_la_paz
Santander,3077,San Benito,89,3,2,consulta_inclusion_social_por_la_paz
Cordoba,18486,Moñitos,2701,163,34,consulta_inclusion_social_por_la_paz
Nariño,7381,Santa Barbara (iscuande),488,12,5,consulta_inclusion_social_por_la_paz
Choco,4222,San Jose Del Palmar,128,12,1,consulta_inclusion_social_por_la_paz
Meta,4533,Barranca De Upia,224,6,8,consulta_inclusion_social_por_la_paz
Huila,94172,Pitalito,7021,218,115,consulta_inclusion_social_por_la_paz
Caqueta,12004,El Paujil,536,32,11,consulta_inclusion_social_por_la_paz
Norte De San,6201,Bochalema,143,9,5,consulta_inclusion_social_por_la_paz
Magdalena,16551,San Sebastian De Buenavista,3148,249,23,consulta_inclusion_social_por_la_paz
Cundinamarca,5759,Granada,534,18,8,consulta_inclusion_social_por_la_paz
Quindio,10552,Filandia,341,11,14,consulta_inclusion_social_por_la_paz
Cesar,21604,Chiriguana,4501,156,64,consulta_inclusion_social_por_la_paz
Amazonas,999,La Chorrera,310,2,1,consulta_inclusion_social_por_la_paz
Boyaca,3875,Cienega,121,5,3,consulta_inclusion_social_por_la_paz
Consulados,3771,Trinidad Y Tobago,0,0,0,consulta_inclusion_social_por_la_paz
Cundinamarca,63644,Mosquera,8033,142,211,consulta_inclusion_social_por_la_paz
La Guajira,32348,San Juan Del Cesar,3882,233,68,consulta_inclusion_social_por_la_paz
Cauca,12717,Guachene,1432,82,79,consulta_inclusion_social_por_la_paz
Consulados,49011,Ecuador,518,48,13,consulta_inclusion_social_por_la_paz
Valle,1681290,Cali,143060,2289,2209,consulta_inclusion_social_por_la_paz
Norte De San,6979,Hacari,976,69,17,consulta_inclusion_social_por_la_paz
Cundinamarca,5521,Quetame,496,12,10,consulta_inclusion_social_por_la_paz
Nariño,7069,Santacruz (guachaves),958,38,9,consulta_inclusion_social_por_la_paz
Valle,70877,Candelaria,6695,173,208,consulta_inclusion_social_por_la_paz
Nariño,8481,Linares,1312,13,13,consulta_inclusion_social_por_la_paz
Atlantico,12416,Candelaria,657,30,23,consulta_inclusion_social_por_la_paz
Valle,52892,El Cerrito,4079,141,130,consulta_inclusion_social_por_la_paz
Santander,105133,Piedecuesta,9116,230,208,consulta_inclusion_social_por_la_paz
Bolivar,9049,Zambrano,1450,61,14,consulta_inclusion_social_por_la_paz
Cauca,5563,Sucre,1280,75,6,consulta_inclusion_social_por_la_paz
Boyaca,9013,Guateque,681,24,19,consulta_inclusion_social_por_la_paz
Meta,4889,Cabuyaro,170,13,13,consulta_inclusion_social_por_la_paz
Cesar,14597,San Diego,1730,69,29,consulta_inclusion_social_por_la_paz
Antioquia,12707,Yondo-Casabe,946,34,20,consulta_inclusion_social_por_la_paz
Tolima,4477,Suarez,117,3,5,consulta_inclusion_social_por_la_paz
Nariño,6065,Mallama (piedrancha),949,17,5,consulta_inclusion_social_por_la_paz
Cordoba,53772,Planeta Rica,6345,198,114,consulta_inclusion_social_por_la_paz
Antioquia,11063,Venecia,130,14,3,consulta_inclusion_social_por_la_paz
Atlantico,46888,Baranoa,7288,287,73,consulta_inclusion_social_por_la_paz
Boyaca,7612,Miraflores,866,14,11,consulta_inclusion_social_por_la_paz
Choco,4205,Certegui,557,40,11,consulta_inclusion_social_por_la_paz
La Guajira,8961,Distraccion,1580,53,13,consulta_inclusion_social_por_la_paz
Huila,15317,Aipe,897,28,17,consulta_inclusion_social_por_la_paz
Huila,18894,Gigante,910,52,30,consulta_inclusion_social_por_la_paz
Choco,7239,Bojaya (bellavista),864,168,7,consulta_inclusion_social_por_la_paz
Tolima,16505,Cajamarca,929,22,20,consulta_inclusion_social_por_la_paz
Valle,266853,Palmira,22410,583,531,consulta_inclusion_social_por_la_paz
Boyaca,3531,Tenza,82,2,3,consulta_inclusion_social_por_la_paz
Consulados,4066,Uruguay,38,0,0,consulta_inclusion_social_por_la_paz
Santander,3134,Santa Helena Del Opon,116,16,7,consulta_inclusion_social_por_la_paz
Consulados,29082,Panama,245,6,1,consulta_inclusion_social_por_la_paz
Consulados,7060,Aruba,77,3,0,consulta_inclusion_social_por_la_paz
Atlantico,274613,Soledad,43321,1824,859,consulta_inclusion_social_por_la_paz
Norte De San,6969,Cachira,69,8,2,consulta_inclusion_social_por_la_paz
Santander,3368,Albania,157,3,2,consulta_inclusion_social_por_la_paz
Valle,11084,Obando,551,60,24,consulta_inclusion_social_por_la_paz
Cundinamarca,101485,Fusagasuga,8541,130,177,consulta_inclusion_social_por_la_paz
Santander,15900,Malaga,912,18,18,consulta_inclusion_social_por_la_paz
Vaupes,1030,Yavarate,5,0,0,consulta_inclusion_social_por_la_paz
Arauca,33469,Tame,1841,125,50,consulta_inclusion_social_por_la_paz
Consulados,3629,Marruecos,4,0,1,consulta_inclusion_social_por_la_paz
Consulados,5263,Suecia,78,0,0,consulta_inclusion_social_por_la_paz
Norte De San,3256,Lourdes,30,3,1,consulta_inclusion_social_por_la_paz
Cundinamarca,7967,Sesquile,591,15,27,consulta_inclusion_social_por_la_paz
Nariño,8611,Consaca,1344,52,21,consulta_inclusion_social_por_la_paz
Nariño,13676,La Cruz,1974,42,24,consulta_inclusion_social_por_la_paz
Boyaca,1846,Tutaza,108,3,2,consulta_inclusion_social_por_la_paz
Boyaca,1695,Pajarito,56,4,2,consulta_inclusion_social_por_la_paz
Cauca,7094,San Sebastian,1111,104,16,consulta_inclusion_social_por_la_paz
La Guajira,18572,Villanueva,2963,55,44,consulta_inclusion_social_por_la_paz
Cauca,12619,Almaguer,3381,212,54,consulta_inclusion_social_por_la_paz
Cauca,14744,Timbiqui,2429,140,33,consulta_inclusion_social_por_la_paz
Consulados,3873,Cuba,16,0,0,consulta_inclusion_social_por_la_paz
Antioquia,26378,Santa Rosa De Osos,409,26,16,consulta_inclusion_social_por_la_paz
Casanare,4421,Tamara,126,7,4,consulta_inclusion_social_por_la_paz
Guainia,2309,Barranco Minas,38,0,0,consulta_inclusion_social_por_la_paz
Consulados,283372,Estados Unidos,1924,34,32,consulta_inclusion_social_por_la_paz
Cauca,11108,Totoro,2282,129,50,consulta_inclusion_social_por_la_paz
Quindio,2852,Buenavista,106,3,2,consulta_inclusion_social_por_la_paz
Meta,6456,Puerto Lleras,166,8,7,consulta_inclusion_social_por_la_paz
Antioquia,24315,Bolivar,287,17,3,consulta_inclusion_social_por_la_paz
Cundinamarca,90485,Facatativa,9803,191,349,consulta_inclusion_social_por_la_paz
Nariño,6979,Iles,788,32,10,consulta_inclusion_social_por_la_paz
Atlantico,26738,Santo Tomas,4366,135,53,consulta_inclusion_social_por_la_paz
Cauca,13575,Villa Rica,1540,82,71,consulta_inclusion_social_por_la_paz
Consulados,3615,Republica Socialista Devietnam,2,0,1,consulta_inclusion_social_por_la_paz
Quindio,28123,La Tebaida,1532,50,44,consulta_inclusion_social_por_la_paz
Antioquia,4539,Toledo,55,2,1,consulta_inclusion_social_por_la_paz
Santander,4023,San Jose De Miranda,97,6,2,consulta_inclusion_social_por_la_paz
Magdalena,10367,Tenerife,1566,29,5,consulta_inclusion_social_por_la_paz
Antioquia,4150,Giraldo,80,7,3,consulta_inclusion_social_por_la_paz
Antioquia,18300,Fredonia,271,7,10,consulta_inclusion_social_por_la_paz
Cundinamarca,2964,Tibirita,101,2,1,consulta_inclusion_social_por_la_paz
